Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,24/05/2021,Invoice,12438,Website Sale,,Sales of Product Income:Non UK Sales,540,"853,638.22"
,24/05/2021,Invoice,12440,Website Sale,,Sales of Product Income:UK Sales,52,"853,690.22"
,24/05/2021,Invoice,12439,Website Sale,,Sales of Product Income:Non UK Sales,45.83,"853,736.05"
,24/05/2021,Payment,,Website Sale,,Barter Account,-4.34,"853,731.71"
,24/05/2021,Invoice,12443,HH Sheikh Mohammed Al-Sharqi,,-Split-,"100,000.00","953,731.71"
,24/05/2021,Invoice,12441,Blaser Group UK,,Sales of Product Income:Sales,162,"953,893.71"
,24/05/2021,Invoice,12437,Website Sale,,Sales of Product Income:Non UK Sales,"1,065.83","954,959.54"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,"-1,034.72","953,924.82"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,-44.99,"953,879.83"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,-532.24,"953,347.59"
,24/05/2021,Payment,,Website Sale,,Barter Account,-7.76,"953,339.83"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,-151.81,"953,188.02"
,24/05/2021,Payment,,Website Sale,,Barter Account,-0.84,"953,187.18"
,24/05/2021,Payment,,Website Sale,,Barter Account,-4.68,"953,182.50"
,24/05/2021,Payment,,Website Sale,,Barter Account,-31.11,"953,151.39"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,-291.49,"952,859.90"
,24/05/2021,Payment,,Website Sale,,NatWest ****7810,-51.07,"952,808.83"
,25/05/2021,Payment,,Brigitte Steinmaﬂl,,Commerzbank,-195,"952,613.83"
,25/05/2021,Invoice,12444,David Modesett,,-Split-,"90,000.00","1,042,613.83"
,26/05/2021,Payment,,HH Sheikh Mohammed Al-Sharqi,,Barter Account,-12,"1,042,601.83"
,26/05/2021,Payment,,West London SS,,Commerzbank,-94.8,"1,042,507.03"
,26/05/2021,Payment,,HH Sheikh Mohammed Al-Sharqi,,Commerzbank,"-99,988.00","942,519.03"
,27/05/2021,Payment,,Website Sale,,Barter Account,-1.47,"942,517.56"
,27/05/2021,Payment,,Viscount Jonathan Rothermere,,Commerzbank,"-1,100.00","941,417.56"
,27/05/2021,Payment,,Lee Butler Gun & Rifle Makers,,Commerzbank,-600,"940,817.56"
,27/05/2021,Invoice,12445,SHOP SALE,,Sales of Product Income:UK Sales,0,"940,817.56"
,27/05/2021,Invoice,12447,Vance Daigle,,Sales of Product Income:Non UK Sales,"4,980.00","945,797.56"
,27/05/2021,Invoice,12448,Website Sale,,Sales of Product Income:Non UK Sales,90.83,"945,888.39"
,27/05/2021,Invoice,12446,SHOP SALE,,Sales of Product Income:UK Sales,325,"946,213.39"
,28/05/2021,Payment,,David Auger,,-Split-,,"946,213.39"
,28/05/2021,Payment,,Sheikh Salman Bin Ebrahim Al-Khalifa,,-Split-,0,"946,213.39"
,28/05/2021,Credit Note,12450,Sheikh Salman Bin Ebrahim Al-Khalifa,,-Split-,"-15,315.00","930,898.39"
,28/05/2021,Payment,,Sheikh Salman Bin Ebrahim Al-Khalifa,,-Split-,,"930,898.39"
,28/05/2021,Invoice,12451,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:UK Sales,"18,378.00","949,276.39"
,28/05/2021,Invoice,12449,Thomas Hill,,Orders in Hand/Deferred Income,"10,000.00","959,276.39"
,28/05/2021,Payment,,Sheikh Salman Bin Ebrahim Al-Khalifa,,-Split-,0,"959,276.39"
,28/05/2021,Credit Note,CN whisky,David Auger,,Sales of Product Income:Non UK Sales,-180,"959,096.39"
,30/05/2021,Invoice,12453,Website Sale,,Sales of Product Income:Non UK Sales,212.5,"959,308.89"
,30/05/2021,Invoice,12452,Website Sale,,Sales of Product Income:Non UK Sales,60.83,"959,369.72"
,30/05/2021,Payment,,Website Sale,,Barter Account,-1.96,"959,367.76"
,30/05/2021,Payment,,Website Sale,,Barter Account,-3.18,"959,364.58"
,31/05/2021,Invoice,12461,Vance Daigle,,-Split-,"18,765.00","978,129.58"
,31/05/2021,Invoice,12424,Blaser Group Norway AS,,-Split-,"10,190.80","988,320.38"
,31/05/2021,Invoice,12455,Jillo Waddington,,Sales of Product Income:Sales,"13,000.00","1,001,320.38"
,31/05/2021,Invoice,12429,Armurerie Nouvelle,,Sales of Product Income:Non UK Sales,"29,441.70","1,030,762.08"
,31/05/2021,Invoice,12425,Armurerie Richard,,-Split-,"8,450.00","1,039,212.08"
,31/05/2021,Payment,,Blaser USA 1,,Barter Account,"-10,694.37","1,028,517.71"
,31/05/2021,Invoice,12350,Armurerie Richard,,-Split-,"11,370.00","1,039,887.71"
,01/06/2021,Invoice,12454,Armurerie Richard,,Sales of Product Income:Non UK Sales,150,"1,040,037.71"
,02/06/2021,Invoice,12458,SHOP SALE,,Sales of Product Income:UK Sales,0,"1,040,037.71"
,02/06/2021,Invoice,12456,Website Sale,,Sales of Product Income:Non UK Sales,244.17,"1,040,281.88"
,02/06/2021,Invoice,12457,Gut Grambow Fieldsports GmbH,,-Split-,"3,902.00","1,044,183.88"
,02/06/2021,Invoice,12459,SHOP SALE,,-Split-,184.52,"1,044,368.40"
,02/06/2021,Payment,,Website Sale,,NatWest ****7810,-89.36,"1,044,279.04"
,02/06/2021,Payment,,Sidney Hiscox,,Commerzbank,"-2,930.40","1,041,348.64"
,02/06/2021,Payment,,Website Sale,,NatWest ****7810,-58.87,"1,041,289.77"
,02/06/2021,Payment,,Sheikh Khalid Bin Rashid Al-Khalifa,,Natwest Saver ****7829,-538,"1,040,751.77"
,02/06/2021,Payment,,SHOP SALE,,Natwest Saver ****7829,-325,"1,040,426.77"
,02/06/2021,Payment,,Website Sale,,NatWest ****7810,-236.89,"1,040,189.88"
,02/06/2021,Payment,,Website Sale,,Barter Account,-7.28,"1,040,182.60"
,02/06/2021,Payment,,SHOP SALE,,Natwest Saver ****7829,-184.52,"1,039,998.08"
,03/06/2021,Invoice,12460,Website Sale,,Sales of Product Income:Non UK Sales,100,"1,040,098.08"
,03/06/2021,Payment,,Website Sale,,NatWest ****7810,-98.4,"1,039,999.68"
,03/06/2021,Payment,,Website Sale,,NatWest ****7810,-209.32,"1,039,790.36"
,03/06/2021,Payment,,Website Sale,,Barter Account,-1.6,"1,039,788.76"
,03/06/2021,Payment,,Armurerie Vouzelaud,,Commerzbank,"-9,550.00","1,030,238.76"
,03/06/2021,Payment,,David Modesett,,Commerzbank,"-90,000.00","940,238.76"
,04/06/2021,Invoice,12463,Website Sale,,Sales of Product Income:UK Sales,27,"940,265.76"
,04/06/2021,Payment,,Website Sale,,Barter Account,-3.92,"940,261.84"
,04/06/2021,Invoice,12462,Website Sale,,Sales of Product Income:UK Sales,260,"940,521.84"
,04/06/2021,Invoice,12465,Website Sale,,Sales of Product Income:Non UK Sales,128.33,"940,650.17"
,04/06/2021,Payment,,Website Sale,,NatWest ****7810,-176.46,"940,473.71"
,04/06/2021,Payment,,Website Sale,,NatWest ****7810,-256.16,"940,217.55"
,04/06/2021,Payment,,Thomas Hill,,Barter Account,-12,"940,205.55"
,04/06/2021,Payment,,Website Sale,,NatWest ****7810,-124.41,"940,081.14"
,04/06/2021,Payment,,Website Sale,,Barter Account,-2.71,"940,078.43"
,04/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"940,077.85"
,04/06/2021,Payment,,Thomas Hill,,Commerzbank,"-9,988.00","930,089.85"
,04/06/2021,Payment,,Website Sale,,Barter Account,-3.84,"930,086.01"
,04/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"930,059.59"
,04/06/2021,Payment,,Don Alberto Bailleres Gonzalez,,Commerzbank,"-12,800.00","917,259.59"
,04/06/2021,Invoice,12464,Website Sale,,Sales of Product Income:Non UK Sales,179.17,"917,438.76"
,05/06/2021,Payment,,Blaser Group Norway AS,,Commerzbank,"-10,190.80","907,247.96"
,05/06/2021,Payment,,Stephen Anderson,,Commerzbank,-170,"907,077.96"
,07/06/2021,Invoice,12466,Website Sale,,Sales of Product Income:Non UK Sales,120.83,"907,198.79"
,07/06/2021,Payment,,Website Sale,,Barter Account,-7.13,"907,191.66"
,07/06/2021,Invoice,12467,Website Sale,,Sales of Product Income:Non UK Sales,420.83,"907,612.49"
,07/06/2021,Invoice,12473,Website Sale,,Sales of Product Income:Non UK Sales,140,"907,752.49"
,07/06/2021,Invoice,12474,Website Sale,,Sales of Product Income:Non UK Sales,249,"908,001.49"
,07/06/2021,Invoice,12471,Website Sale,,Sales of Product Income:Non UK Sales,350,"908,351.49"
,07/06/2021,Invoice,12472,Website Sale,,Sales of Product Income:Non UK Sales,295.83,"908,647.32"
,07/06/2021,Invoice,12469,Website Sale,,Sales of Product Income:Non UK Sales,150,"908,797.32"
,07/06/2021,Invoice,12470,Website Sale,,Sales of Product Income:Non UK Sales,90.83,"908,888.15"
,07/06/2021,Invoice,12468,Website Sale,,Sales of Product Income:Non UK Sales,239,"909,127.15"
,07/06/2021,Payment,,Website Sale,,Barter Account,-4.26,"909,122.89"
,07/06/2021,Payment,,Website Sale,,Barter Account,-2.83,"909,120.06"
,07/06/2021,Payment,,Website Sale,,Barter Account,-4.34,"909,115.72"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-339.65,"908,776.07"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-135.74,"908,640.33"
,07/06/2021,Payment,,Website Sale,,Barter Account,-7.42,"908,632.91"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-291.49,"908,341.42"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-231.87,"908,109.55"
,07/06/2021,Payment,,Website Sale,,Barter Account,-6.09,"908,103.46"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-117.13,"907,986.33"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-241.58,"907,744.75"
,07/06/2021,Payment,,Website Sale,,Barter Account,-3.7,"907,741.05"
,07/06/2021,Payment,,Armurerie Richard,,-Split-,,"907,741.05"
,07/06/2021,Payment,,Website Sale,,Barter Account,-10.35,"907,730.70"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-147.7,"907,583.00"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-248.27,"907,334.73"
,07/06/2021,Credit Note,12475,Armurerie Richard,,Sales of Product Income:Non UK Sales,"-1,000.00","906,334.73"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-414.74,"905,919.99"
,07/06/2021,Payment,,Website Sale,,NatWest ****7810,-88,"905,831.99"
,07/06/2021,Payment,,Website Sale,,Barter Account,-3.73,"905,828.26"
,07/06/2021,Payment,,Website Sale,,Barter Account,-2.3,"905,825.96"
,07/06/2021,Invoice,12476,Website Sale,,Sales of Product Income:UK Sales,252,"906,077.96"
,08/06/2021,Invoice,12481,SHOP SALE,,Sales of Product Income:UK Sales,0,"906,077.96"
,08/06/2021,Invoice,12478,Website Sale,,Sales of Product Income:UK Sales,257,"906,334.96"
,08/06/2021,Invoice,12477,Website Sale,,-Split-,27,"906,361.96"
,08/06/2021,Invoice,12480,Davis Peterson,,Sales of Product Income:Non UK Sales,"13,452.50","919,814.46"
,08/06/2021,Invoice,12482,Blaser Group Kft,,-Split-,"1,013.00","920,827.46"
,08/06/2021,Payment,,Website Sale,,Barter Account,-3.8,"920,823.66"
,08/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"920,797.24"
,08/06/2021,Payment,,Website Sale,,NatWest ****7810,-109.25,"920,687.99"
,08/06/2021,Payment,,Website Sale,,Barter Account,-1.75,"920,686.24"
,08/06/2021,Payment,,Website Sale,,NatWest ****7810,-253.2,"920,433.04"
,08/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"920,432.46"
,08/06/2021,Invoice,12479,Website Sale,,Sales of Product Income:UK Sales,111,"920,543.46"
,09/06/2021,Invoice,12493,Braces of Bristol,,-Split-,500,"921,043.46"
,09/06/2021,Invoice,12492,David Auger,,-Split-,305,"921,348.46"
,09/06/2021,Invoice,12489,Declan Morrison,,Orders in Hand/Deferred Income,"6,000.00","927,348.46"
,09/06/2021,Invoice,12484,Website Sale,,-Split-,27,"927,375.46"
,09/06/2021,Invoice,12490,SHOP SALE,,Sales of Product Income:UK Sales,180,"927,555.46"
,09/06/2021,Invoice,12483,Website Sale,,-Split-,27,"927,582.46"
,09/06/2021,Invoice,12488,Carl King,,Orders in Hand/Deferred Income,500,"928,082.46"
,09/06/2021,Invoice,12486,Braces of Bristol,,Sales of Product Income:UK Sales,"11,760.00","939,842.46"
,09/06/2021,Invoice,12487,Website Sale,,Sales of Product Income:Non UK Sales,216.67,"940,059.13"
,09/06/2021,Invoice,12491,David Auger,,-Split-,230,"940,289.13"
,09/06/2021,Invoice,12485,Website Sale,,-Split-,27,"940,316.13"
,09/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"940,289.71"
,09/06/2021,Payment,,Corey Knowlton,,Commerzbank,"-17,807.07","922,482.64"
,09/06/2021,Payment,,Website Sale,,NatWest ****7810,-213.44,"922,269.20"
,09/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"922,242.78"
,09/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"922,242.20"
,09/06/2021,Payment,cash,SHOP SALE,,NatWest ****7810,-180,"922,062.20"
,09/06/2021,Payment,,Joe Hudson,,Natwest Saver ****7829,-640,"921,422.20"
,09/06/2021,Payment,,Russel Bleiler,,Natwest Saver ****7829,"-1,857.49","919,564.71"
,09/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"919,564.13"
,09/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"919,563.55"
,09/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"919,537.13"
,09/06/2021,Payment,,Website Sale,,Barter Account,-3.23,"919,533.90"
,10/06/2021,Payment,,Carl King,,Commerzbank,-500,"919,033.90"
,10/06/2021,Payment,,Braces of Bristol,,Commerzbank,"-4,260.00","914,773.90"
,10/06/2021,Payment,,Braces of Bristol,,Commerzbank,-500,"914,273.90"
,10/06/2021,Payment,,Braces of Bristol,,Commerzbank,"-7,500.00","906,773.90"
,11/06/2021,Invoice,12494,Website Sale,,-Split-,386,"907,159.90"
,11/06/2021,Invoice,12496,John C Hayes IV,,-Split-,800.83,"907,960.73"
,11/06/2021,Invoice,12497,Website Sale,,Sales of Product Income:Non UK Sales,54,"908,014.73"
,11/06/2021,Payment,,Website Sale,,Barter Account,-5.6,"908,009.13"
,11/06/2021,Payment,,Website Sale,,Barter Account,-0.96,"908,008.17"
,11/06/2021,Payment,,Website Sale,,NatWest ****7810,-380.4,"907,627.77"
,11/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.04,"907,574.73"
,11/06/2021,Invoice,12495,Charles Lesser,,-Split-,357,"907,931.73"
,12/06/2021,Payment,,Blaser USA 1,,Commerzbank,"-62,933.79","844,997.94"
,15/06/2021,Invoice,12499,Website Sale,,Sales of Product Income:UK Sales,71,"845,068.94"
,15/06/2021,Invoice,12502,HH Sheikh Mohammed Al-Sharqi,,Sales of Product Income:Non UK Sales,"7,000.00","852,068.94"
,15/06/2021,Invoice,12501,Website Sale,,Sales of Product Income:Non UK Sales,240,"852,308.94"
,15/06/2021,Invoice,12503,Stephen Anderson,,Sales of Product Income:Non UK Sales,"2,572.00","854,880.94"
,15/06/2021,Invoice,12498,Website Sale,,Sales of Product Income:Non UK Sales,581.67,"855,462.61"
,15/06/2021,Invoice,12500,Website Sale,,-Split-,27,"855,489.61"
,15/06/2021,Payment,,Website Sale,,Barter Account,-1.19,"855,488.42"
,15/06/2021,Payment,,Website Sale,,NatWest ****7810,-236.44,"855,251.98"
,15/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"855,225.56"
,15/06/2021,Payment,,Website Sale,,NatWest ****7810,-69.81,"855,155.75"
,15/06/2021,Payment,,Website Sale,,NatWest ****7810,-564.6,"854,591.15"
,15/06/2021,Payment,,Website Sale,,Barter Account,-17.07,"854,574.08"
,15/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"854,573.50"
,15/06/2021,Payment,,Website Sale,,Barter Account,-3.56,"854,569.94"
,16/06/2021,Invoice,12505,Website Sale,,Sales of Product Income:Non UK Sales,108.33,"854,678.27"
,16/06/2021,Invoice,12504,Morten Kristoffer Kjus,,-Split-,350,"855,028.27"
,16/06/2021,Credit Note,CN12492,David Auger,,-Split-,-305,"854,723.27"
,16/06/2021,Payment,,David Auger,,-Split-,0,"854,723.27"
,16/06/2021,Payment,,Website Sale,,Barter Account,-1.72,"854,721.55"
,16/06/2021,Payment,,Declan Morrison,,Commerzbank,"-6,000.00","848,721.55"
,16/06/2021,Payment,,Website Sale,,NatWest ****7810,-106.61,"848,614.94"
,17/06/2021,Invoice,12514,SHOP SALE,,Sales of Product Income:UK Sales,30,"848,644.94"
,17/06/2021,Payment,,SHOP SALE,,Natwest Saver ****7829,-17.38,"848,627.56"
,17/06/2021,Invoice,12509,SHOP SALE,,Sales of Product Income:UK Sales,0,"848,627.56"
,17/06/2021,Invoice,12506,Website Sale,,Sales of Product Income:Non UK Sales,55,"848,682.56"
,17/06/2021,Invoice,12510,Website Sale,,Sales of Product Income:UK Sales,61,"848,743.56"
,17/06/2021,Invoice,12507,Website Sale,,Sales of Product Income:UK Sales,197,"848,940.56"
,17/06/2021,Invoice,12508,Balmoral Estate,,Sales of Product Income:UK Sales,0,"848,940.56"
,17/06/2021,Payment,,Gut Grambow Fieldsports GmbH,,Commerzbank,"-3,593.00","845,347.56"
,17/06/2021,Payment,,Website Sale,,Barter Account,-2.96,"845,344.60"
,17/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"845,342.80"
,17/06/2021,Payment,,Website Sale,,NatWest ****7810,-194.04,"845,148.76"
,17/06/2021,Payment,,Website Sale,,Barter Account,-1.05,"845,147.71"
,17/06/2021,Payment,,Website Sale,,NatWest ****7810,-59.95,"845,087.76"
,17/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"845,034.56"
,17/06/2021,Payment,,SHOP SALE,,Natwest Saver ****7829,-30,"845,004.56"
,17/06/2021,Invoice,12515,Nikolai Vladislavovich Gurianov,,-Split-,500,"845,504.56"
,18/06/2021,Invoice,12512,Website Sale,,Sales of Product Income:Non UK Sales,280.83,"845,785.39"
,18/06/2021,Invoice,12511,Website Sale,,Sales of Product Income:Non UK Sales,55,"845,840.39"
,18/06/2021,Invoice,12513,SHOP SALE,,Sales of Product Income:UK Sales,17.38,"845,857.77"
,18/06/2021,Payment,,Nikolai Vladislavovich Gurianov,,Natwest Saver ****7829,-500,"845,357.77"
,18/06/2021,Payment,,Website Sale,,Barter Account,-4.13,"845,353.64"
,18/06/2021,Payment,,John C Hayes IV,,Natwest Saver ****7829,-800.83,"844,552.81"
,18/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"844,551.01"
,18/06/2021,Payment,,Davis Peterson,,Barter Account,-12,"844,539.01"
,18/06/2021,Payment,,Website Sale,,NatWest ****7810,-276.7,"844,262.31"
,18/06/2021,Payment,,Davis Peterson,,Commerzbank,"-14,988.00","829,274.31"
,18/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"829,221.11"
,21/06/2021,Invoice,12521,Website Sale,,Sales of Product Income:UK Sales,257,"829,478.11"
,21/06/2021,Invoice,12519,Blaser Group GMBH,,Sales of Product Income:Non UK Sales,90,"829,568.11"
,21/06/2021,Invoice,12517,Website Sale,,-Split-,27,"829,595.11"
,21/06/2021,Invoice,12520,Davis Peterson,,Sales of Product Income:Non UK Sales,"4,500.00","834,095.11"
,21/06/2021,Invoice,12516,Website Sale,,Sales of Product Income:UK Sales,52,"834,147.11"
,21/06/2021,Invoice,12518,Website Sale,,Sales of Product Income:Non UK Sales,55,"834,202.11"
,21/06/2021,Payment,,Website Sale,,Barter Account,-3.8,"834,198.31"
,21/06/2021,Payment,,Website Sale,,NatWest ****7810,-253.2,"833,945.11"
,21/06/2021,Payment,,Website Sale,,Barter Account,-0.58,"833,944.53"
,21/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"833,942.73"
,21/06/2021,Payment,,Website Sale,,Barter Account,-0.93,"833,941.80"
,21/06/2021,Payment,,Website Sale,,NatWest ****7810,-51.07,"833,890.73"
,21/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"833,837.53"
,21/06/2021,Payment,,Website Sale,,NatWest ****7810,-26.42,"833,811.11"
,22/06/2021,Payment,,Morten Kristoffer Kjus,,Commerzbank,-350,"833,461.11"
,23/06/2021,Invoice,12528,Diego Antunes Brito,,-Split-,401.66,"833,862.77"
,23/06/2021,Invoice,12522,SHOP SALE,,Sales of Product Income:UK Sales,0,"833,862.77"
,23/06/2021,Invoice,12524,Website Sale,,Sales of Product Income:Non UK Sales,55,"833,917.77"
,23/06/2021,Invoice,12525,Website Sale,,Sales of Product Income:Non UK Sales,55,"833,972.77"
,23/06/2021,Invoice,12527,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,"3,300.00","837,272.77"
,23/06/2021,Invoice,12523,Website Sale,,Sales of Product Income:UK Sales,37,"837,309.77"
,23/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"837,307.97"
,23/06/2021,Payment,,Website Sale,,Barter Account,-1.27,"837,306.70"
,23/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"837,253.50"
,23/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"837,251.70"
,23/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"837,198.50"
,23/06/2021,Payment,,Website Sale,,NatWest ****7810,-35.73,"837,162.77"
,23/06/2021,Invoice,12526,HH Sheikh Mohammed Al-Sharqi,,-Split-,"6,073.00","843,235.77"
,25/06/2021,Invoice,12529,Website Sale,,Sales of Product Income:Non UK Sales,55,"843,290.77"
,25/06/2021,Invoice,12530,Website Sale,,Sales of Product Income:Non UK Sales,55,"843,345.77"
,25/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"843,343.97"
,25/06/2021,Payment,,Website Sale,,Barter Account,-1.8,"843,342.17"
,25/06/2021,Payment,,Website Sale,,NatWest ****7810,-53.2,"843,288.97"
,28/06/2021,Invoice,12537,Giancarlo Lugli,,Sales of Product Income:Non UK Sales,"11,184.00","854,472.97"
,28/06/2021,Invoice,12532,Website Sale,,Sales of Product Income:Non UK Sales,310.83,"854,783.80"
,28/06/2021,Invoice,12534,Mr Roger Karlsson,,Sales of Product Income:UK Sales,"8,338.80","863,122.60"
,28/06/2021,Invoice,12533,Website Sale,,Sales of Product Income:UK Sales,92,"863,214.60"
,28/06/2021,Invoice,12531,Website Sale,,Sales of Product Income:Non UK Sales,175.83,"863,390.43"
